id_solicitante,produto_solicitado,dia_vencimento,forma_envio_solicitacao,tipo_endereco,sexo,idade,estado_civil,qtde_dependentes,grau_instrucao,nacionalidade,estado_onde_nasceu,estado_onde_reside,possui_telefone_residencial,codigo_area_telefone_residencial,tipo_residencia,meses_na_residencia,possui_telefone_celular,possui_email,renda_mensal_regular,renda_extra,possui_cartao_visa,possui_cartao_mastercard,possui_cartao_diners,possui_cartao_amex,possui_outros_cartoes,qtde_contas_bancarias,qtde_contas_bancarias_especiais,valor_patrimonio_pessoal,possui_carro,vinculo_formal_com_empresa,estado_onde_trabalha,possui_telefone_trabalho,codigo_area_telefone_trabalho,meses_no_trabalho,profissao,ocupacao,profissao_companheiro,grau_instrucao_companheiro,local_onde_reside,local_onde_trabalha
44539,1,10,presencial,1,F,43,2,1,0,1,SP,SP,Y,10,1.0,6.0,N,0,542.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,0.0,0.0,0.0,117.0,117.0
44540,2,5,internet,1,F,21,2,0,0,1,MG,MG,Y,32,1.0,2.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MG,Y,32,0,9.0,2.0,,,384.0,384.0
44541,1,25,internet,1,F,48,2,0,0,1,PA,PA,Y,117,1.0,30.0,N,1,250.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,4.0,,,660.0,660.0
44542,1,1,internet,1,F,49,1,0,0,1,RO,RO,Y,77,1.0,1.0,N,1,2178.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,Y,77,0,,,,,789.0,789.0
44543,1,10,presencial,1,M,55,2,2,0,1,PE,SP,Y,9,1.0,20.0,N,0,600.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,116.0,116.0
44544,1,5,presencial,1,F,25,2,0,0,1,SP,SP,Y,10,1.0,15.0,N,0,580.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,117.0,117.0
44545,1,1,internet,1,M,39,2,3,0,1,MG,SP,Y,5,1.0,13.0,N,1,524.0,0.0,1,0,0,0,0,0,0,0.0,0,Y,SP,N, ,0,9.0,2.0,,,976.0,976.0
44546,1,10,presencial,1,M,28,6,1,0,1,PA,PA,N, ,1.0,15.0,N,0,488.0,0.0,1,0,0,0,0,0,0,15000.0,1,Y,PA,Y,117,0,9.0,2.0,0.0,0.0,686.0,686.0
44547,1,5,presencial,1,M,39,6,3,0,1,DF,GO,Y,69,1.0,4.0,N,0,1352.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,759.0,759.0
44548,1,25,presencial,1,F,23,2,0,0,1,MT,SP,Y,5,1.0,2.0,N,1,550.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,Y,5,0,9.0,2.0,11.0,0.0,614.0,614.0
44549,1,5,internet,1,M,41,2,2,0,1,PE,PE,Y,97,1.0,15.0,N,1,970.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PE,Y,97,0,9.0,2.0,,,558.0,558.0
44550,1,15,internet,1,M,72,2,0,0,1,MS,MS,Y,75,2.0,,N,1,292.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,11.0,1.0,11.0,,791.0,791.0
44551,1,15,correio,1,M,28,1,0,0,1,AC,PA,Y,119,5.0,1.0,N,1,976.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,11.0,,681.0,681.0
44552,1,10,internet,1,F,30,2,2,0,1,RS,RS,Y,62,1.0,1.0,N,1,518.0,0.0,0,0,0,0,0,0,0,30000.0,0,Y,RS,Y,62,0,9.0,2.0,,,970.0,970.0
44553,1,15,internet,1,F,32,2,1,0,1,SP,SP,Y,18,2.0,3.0,N,1,2500.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,18,0,13.0,2.0,7.0,4.0,133.0,133.0
44554,1,15,presencial,1,M,36,2,3,0,1,AL,AL,N, ,1.0,4.0,N,1,390.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,AL,Y,100,0,9.0,2.0,0.0,0.0,570.0,570.0
44555,1,10,internet,1,M,38,1,0,0,1,MT,MT,Y,71,1.0,10.0,N,1,550.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MT,Y,71,0,10.0,4.0,,,781.0,781.0
44556,2,10,internet,1,F,47,3,0,0,1,SP,SP,Y,5,1.0,,N,1,928.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,9.0,2.0,,,686.0,686.0
44557,1,5,presencial,1,M,48,1,1,0,1,RS,RS,Y,58,1.0,28.0,N,0,435.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,Y,58,0,9.0,2.0,0.0,0.0,960.0,960.0
44558,1,5,internet,1,M,32,1,0,0,1,CE,CE,Y,107,1.0,2.0,N,1,900.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,4.0,,,628.0,628.0
44559,1,20,internet,1,F,27,6,0,0,1,PA,PA,Y,120,1.0,26.0,N,1,250.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,685.0,685.0
44560,2,10,presencial,1,F,59,1,0,0,1,BA,BA,Y,84,1.0,2.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,455.0,455.0
44561,1,10,internet,1,F,48,2,0,0,1,CE,CE,N, ,1.0,7.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,628.0,628.0
44562,1,1,internet,1,F,24,1,1,0,1,CE,CE,Y,107,1.0,20.0,N,1,351.1,0.0,0,0,0,0,0,0,0,0.0,0,Y,CE,Y,107,0,9.0,2.0,,,619.0,619.0
44563,1,15,internet,1,M,33,1,0,0,1,BA,BA,Y,85,1.0,33.0,N,1,650.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,5.0,,,489.0,489.0
44564,2,15,internet,1,F,43,2,4,0,1,ES,ES,Y,25,1.0,30.0,N,1,450.0,0.0,1,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,291.0,291.0
44565,2,5,internet,1,M,30,2,2,0,1,BA,BA,Y,90,1.0,3.0,N,1,1220.0,0.0,1,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,464.0,464.0
44566,1,5,internet,1,F,50,7,0,0,1,RS,RS,Y,54,1.0,14.0,N,1,406.0,200.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,9.0,2.0,,,911.0,911.0
44567,2,25,internet,1,F,43,2,0,0,1,SP,SP,Y,12,1.0,1.0,N,1,550.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,12,0,11.0,,,,186.0,186.0
44568,2,15,internet,1,F,26,1,1,0,1,SP,SP,Y,9,1.0,20.0,N,1,457.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,11.0,,,,125.0,125.0
44569,1,15,internet,1,F,18,1,0,0,1,PI,GO,Y,66,1.0,10.0,N,1,800.0,0.0,0,0,0,0,0,0,0,30000.0,0,Y, ,N, ,0,,,,,728.0,728.0
44570,1,10,presencial,1,F,60,6,0,0,1,BA,BA,N, ,1.0,30.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,456.0,456.0
44571,1,10,presencial,1,M,30,1,0,0,1,MS,MS,Y,75,1.0,5.0,N,0,380.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,MS,Y,75,0,9.0,2.0,0.0,0.0,790.0,790.0
44572,1,5,internet,1,M,52,1,1,0,1,AM,AC,Y,76,1.0,10.0,N,1,1883.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,AC,N, ,0,9.0,2.0,,,699.0,699.0
44573,1,10,internet,1,F,49,1,3,0,1,RJ,RJ,Y,20,1.0,10.0,N,1,492.87,0.0,1,0,0,0,0,0,0,0.0,0,Y,RJ,Y,20,0,9.0,2.0,,,244.0,244.0
44574,2,5,presencial,1,F,19,1,0,0,1,SP,SP,Y,10,1.0,3.0,N,0,450.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,113.0,113.0
44575,1,10,internet,1,F,41,2,1,0,1,RS,RS,Y,54,1.0,24.0,N,1,707.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,1.0,,,932.0,932.0
44576,1,20,presencial,1,M,30,1,1,0,1,PE,PE,Y,97,1.0,25.0,N,0,426.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,Y,97,0,9.0,2.0,0.0,0.0,555.0,555.0
44577,1,5,internet,1,F,22,1,0,0,1,RN,RN,Y,105,1.0,11.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,591.0,591.0
44578,1,10,presencial,1,F,53,2,0,0,1,AL,AL,Y,100,1.0,25.0,N,0,1500.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,573.0,573.0
44579,1,10,presencial,1,F,40,1,0,0,1,CE,CE,Y,107,1.0,5.0,N,1,500.0,0.0,0,1,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,604.0,604.0
44580,2,5,internet,1,M,52,2,0,0,1,CE,CE,Y,112,1.0,3.0,N,1,600.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,630.0,630.0
44581,1,10,internet,1,M,43,2,0,0,1,RN,RN,Y,105,1.0,15.0,N,1,819.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,596.0,596.0
44582,2,10,presencial,1,M,55,2,0,0,0, ,MG,Y,29,1.0,0.0,N,1,1254.0,0.0,0,1,0,0,0,1,1,0.0,1,N, ,N, ,0,11.0,1.0,11.0,0.0,324.0,324.0
44583,1,15,presencial,1,F,39,2,1,0,1,MS,DF,Y,66,1.0,6.0,N,1,783.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,5.0,0.0,0.0,726.0,726.0
44584,1,10,correio,1,F,36,1,1,0,1,AC,AP,N, ,1.0,1.0,N,1,417.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,AP,Y,123,0,11.0,2.0,11.0,,689.0,689.0
44585,1,5,internet,1,F,79,4,0,0,1,RS,RS,Y,54,1.0,10.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,1.0,,,963.0,963.0
44586,1,10,internet,1,F,57,2,0,0,1,BA,BA,N, ,1.0,18.0,N,1,1550.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,459.0,459.0
44587,1,10,presencial,1,M,20,1,0,0,1,RS,RS,Y,58,1.0,1.0,N,1,698.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,10.0,2.0,11.0,,964.0,964.0
44588,1,10,correio,1,M,39,5,0,0,1,MA,MA,Y,125,1.0,1.0,N,1,467.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MA,Y,125,0,9.0,2.0,11.0,,650.0,650.0
44589,2,10,internet,1,M,24,1,0,0,1,MG,MG,Y,33,1.0,12.0,N,1,434.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,371.0,371.0
44590,1,10,internet,1,M,33,1,0,0,1,CE,CE,Y,107,1.0,10.0,N,1,362.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,CE,Y,107,0,9.0,2.0,,,601.0,601.0
44591,2,10,presencial,1,F,83,2,0,0,1,MG,MG,Y,33,1.0,30.0,N,1,700.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,379.0,379.0
44592,1,15,correio,1,F,19,1,0,0,1,BA,BA,Y,81,1.0,1.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,11.0,4.0,11.0,,444.0,444.0
44593,1,10,internet,1,M,66,4,0,0,1,PE,PE,Y,97,1.0,46.0,N,1,380.0,0.0,0,0,0,0,0,0,0,30000.0,0,N, ,N, ,0,10.0,1.0,,,508.0,508.0
44594,1,15,presencial,1,F,22,1,0,0,1,SP,SP,Y,13,5.0,16.0,N,0,489.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,Y,13,0,9.0,2.0,0.0,0.0,183.0,183.0
44595,1,5,internet,1,F,29,2,2,0,1,RN,RN,Y,105,1.0,5.0,N,1,1300.0,0.0,1,1,0,0,0,0,0,0.0,0,N, ,N, ,0,8.0,4.0,,,596.0,596.0
44596,1,15,presencial,1,M,57,2,0,0,1,SP,SP,Y,15,1.0,4.0,N,0,772.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,147.0,147.0
44597,1,20,internet,1,M,40,2,1,0,1,BA,SP,Y,5,1.0,6.0,N,1,435.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,N, ,0,9.0,2.0,,,616.0,616.0
44598,1,25,internet,1,F,52,4,4,0,1,SE,SP,Y,5,1.0,14.0,N,1,1025.0,0.0,1,1,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,9.0,2.0,,,715.0,715.0
44599,1,20,presencial,1,F,38,2,0,0,0, ,PR,Y,40,1.0,0.0,N,1,387.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PR,Y,40,0,11.0,5.0,11.0,0.0,811.0,811.0
44600,1,5,internet,1,M,50,3,1,0,1,RS,RS,Y,54,1.0,20.0,N,1,904.74,0.0,1,0,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,9.0,2.0,,,944.0,944.0
44601,1,15,presencial,1,F,38,2,2,0,1,PB,SP,Y,5,1.0,11.0,N,1,560.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,493.0,493.0
44602,2,10,internet,1,F,41,2,2,0,1,RS,SC,Y,50,2.0,1.0,N,1,640.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,Y,50,0,9.0,4.0,,,880.0,880.0
44603,1,15,internet,1,M,25,2,1,0,1,RS,RS,Y,61,1.0,6.0,N,1,482.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,995.0,995.0
44604,1,10,correio,1,F,30,2,2,0,1,AC,PR,Y,40,1.0,1.0,N,1,621.39,0.0,0,0,0,0,0,0,0,0.0,0,Y,PR,Y,40,0,,,,,817.0,817.0
44605,1,10,internet,1,F,20,1,0,0,1,PE,PE,Y,97,,,N,1,295.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,543.0,543.0
44606,1,25,correio,1,M,20,1,0,0,1,BA,BA,Y,90,1.0,1.0,N,1,372.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,11.0,5.0,11.0,,451.0,451.0
44607,1,10,presencial,1,M,74,2,1,0,1,MG,MG,N, ,1.0,15.0,N,0,1200.0,0.0,0,0,0,0,0,1,1,65000.0,1,Y, ,N, ,0,9.0,1.0,9.0,3.0,384.0,384.0
44608,1,10,internet,1,F,47,2,2,0,1,PE,PE,Y,97,1.0,,N,1,320.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,520.0,520.0
44609,1,10,internet,1,M,25,6,0,0,1,PI,MA,Y,126,1.0,4.0,N,1,486.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,659.0,659.0
44610,1,15,internet,1,F,34,2,0,0,1,RJ,SP,Y,5,1.0,14.0,N,1,453.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,,,,714.0,714.0
44611,1,20,internet,1,M,18,1,0,0,1,MG,RJ,Y,24,2.0,3.0,N,1,400.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RJ,Y,24,0,9.0,2.0,,,239.0,239.0
44612,7,25,presencial,1,F,60,2,0,0,1,RS,RS,Y,58,1.0,30.0,N,0,700.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,1.0,9.0,2.0,960.0,960.0
44613,2,10,presencial,1,F,86,1,0,0,1,MG,MG,Y,38,2.0,0.0,N,0,572.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,1.0,0.0,0.0,355.0,355.0
44614,1,15,correio,1,M,19,1,0,0,1,AL,AL,N, ,1.0,1.0,N,1,531.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,AL,Y,100,0,11.0,2.0,11.0,,576.0,576.0
44615,1,5,correio,1,F,59,4,0,0,1,CE,CE,Y,107,2.0,1.0,N,1,1087.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,CE,Y,107,0,11.0,1.0,11.0,,607.0,607.0
44616,1,15,presencial,1,M,31,2,1,0,0, ,BA,Y,81,1.0,0.0,N,1,688.0,0.0,1,1,0,0,0,1,1,0.0,1,Y,BA,Y,81,0,9.0,2.0,11.0,0.0,413.0,413.0
44617,1,25,presencial,1,F,41,4,0,0,1,MG,SP,Y,5,1.0,10.0,N,0,1521.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,5.0,0.0,0.0,976.0,976.0
44618,1,10,presencial,1,F,73,1,0,0,1,MG,PR,Y,41,1.0,15.0,N,0,411.0,480.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,840.0,840.0
44619,1,10,presencial,1,M,73,2,1,0,1,RS,RS,Y,62,1.0,1.0,N,0,3000.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,975.0,975.0
44620,1,25,internet,1,F,38,2,2,0,1,RS,RS,Y,58,1.0,4.0,N,1,460.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,960.0,960.0
44621,1,10,presencial,1,F,47,5,1,0,1,SP,SP,Y,18,1.0,18.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,134.0,134.0
44622,1,20,correio,1,M,36,1,0,0,1,BA,BA,Y,86,1.0,1.0,N,1,732.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,BA,Y,86,0,11.0,2.0,11.0,,440.0,440.0
44623,1,25,internet,1,F,25,1,0,0,1,CE,CE,Y,107,1.0,2.0,N,1,380.0,0.0,1,1,0,0,0,0,0,0.0,0,Y,CE,Y,107,0,9.0,2.0,,,600.0,600.0
44624,1,10,presencial,1,F,37,1,2,0,0, ,PA,Y,119,1.0,0.0,N,1,996.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,11.0,0.0,681.0,681.0
44625,1,15,presencial,1,F,36,1,1,0,1,MG,MG,Y,33,1.0,5.0,N,1,300.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,379.0,379.0
44626,1,20,presencial,1,F,36,2,0,0,1,BA,BA,Y,84,1.0,8.0,N,1,1133.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,BA,N, ,0,9.0,2.0,,,458.0,458.0
44627,1,20,presencial,1,F,39,2,0,0,1,ES,ES,N, ,1.0,17.0,N,0,2000.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,Y,27,0,8.0,5.0,0.0,0.0,293.0,293.0
44628,1,1,presencial,1,F,44,1,1,0,1,PA,AM,Y,118,1.0,1.0,N,1,1694.0,0.0,0,0,0,0,0,0,0,0.0,0,N,AM,N, ,0,9.0,2.0,,,691.0,691.0
44629,1,1,presencial,1,F,20,1,4,0,1,BA,BA,Y,84,1.0,2.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,455.0,455.0
44630,1,10,internet,1,F,39,1,0,0,1,MA,MA,Y,125,1.0,25.0,N,1,900.0,0.0,0,1,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,3.0,,,650.0,650.0
44631,1,10,presencial,1,F,43,4,3,0,0, ,SP,Y,5,1.0,0.0,N,1,303.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,11.0,1.0,11.0,0.0,850.0,850.0
44632,1,1,internet,1,F,43,4,3,0,1,AC,AC,Y,76,1.0,20.0,N,1,2176.56,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,699.0,699.0
44633,1,15,internet,1,F,33,2,0,0,1,GO,GO,N, ,1.0,1.0,N,1,969.67,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,Y,69,0,9.0,2.0,,,757.0,757.0
44634,1,15,presencial,1,M,47,2,2,0,1,PE,PE,Y,97,1.0,4.0,N,1,255.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,N, ,0,2.0,4.0,,,558.0,558.0
44635,1,10,internet,1,M,85,2,0,0,1,MS,MS,Y,75,1.0,25.0,N,1,381.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,792.0,792.0
44636,1,25,internet,1,F,26,1,1,0,1,SP,SP,Y,5,1.0,26.0,N,1,525.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,N, ,0,9.0,2.0,,,629.0,629.0
44637,1,1,internet,1,M,34,2,0,0,1,MT,MT,Y,71,1.0,1.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,780.0,780.0
44638,1,1,internet,1,M,37,1,0,0,1,BA,BA,Y,86,1.0,1.0,N,1,1200.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,480.0,480.0
44639,1,5,presencial,1,F,49,2,0,0,1,MA,MA,Y,125,1.0,23.0,N,0,1604.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,0.0,0.0,0.0,0.0,650.0,650.0
44640,1,15,internet,1,M,63,2,0,0,1,MT,MT,Y,71,1.0,8.0,N,1,990.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,781.0,781.0
44641,1,10,internet,1,M,64,2,0,0,1,CE,CE,N, ,1.0,3.0,N,1,956.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,628.0,628.0
44642,1,10,presencial,1,F,21,1,6,0,1,CE,CE,Y,112,1.0,1.0,N,1,210.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,620.0,620.0
44643,2,20,internet,1,F,20,2,1,0,1,BA,BA,Y,90,5.0,,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,6.0,5.0,,,461.0,461.0
44644,2,10,presencial,1,F,51,5,0,0,1,GO,GO,Y,67,1.0,5.0,N,1,450.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,740.0,740.0
44645,1,5,internet,1,M,38,2,0,0,1,MS,MS,Y,75,1.0,18.0,N,1,700.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MS,Y,75,0,9.0,2.0,,,790.0,790.0
44646,1,5,internet,1,M,47,2,0,0,1,RS,RS,N, ,1.0,15.0,N,1,250.0,650.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,9.0,5.0,,,931.0,931.0
44647,1,10,internet,1,M,27,2,1,0,1,BA,SP,Y,5,2.0,8.0,N,1,601.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,11.0,2.0,,,685.0,685.0
44648,1,10,internet,1,F,86,4,3,0,1,PI,PI,Y,110,1.0,30.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,642.0,642.0
44649,2,10,presencial,1,F,38,1,0,0,1,SP,SP,Y,5,4.0,5.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,672.0,672.0
44650,2,10,presencial,1,F,60,4,0,0,1,MG,MG,Y,29,1.0,25.0,N,0,350.0,400.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,0.0,0.0,0.0,0.0,355.0,355.0
44651,1,5,presencial,1,F,27,1,2,0,1,PE,PB,Y,103,5.0,27.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,584.0,584.0
44652,1,20,presencial,1,M,47,1,0,0,1,MA,PA,N, ,1.0,3.0,N,1,630.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PA,N, ,0,9.0,2.0,0.0,0.0,685.0,685.0
44653,1,10,presencial,1,F,57,2,0,0,1,CE,CE,Y,107,1.0,25.0,N,1,350.0,0.0,1,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,4.0,0.0,0.0,619.0,619.0
44654,1,10,presencial,1,F,58,2,0,0,1,SC,SC,Y,48,1.0,1.0,N,0,1200.0,0.0,1,1,0,0,0,1,1,250000.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,883.0,883.0
44655,1,25,internet,1,F,73,4,0,0,1,PR,PR,Y,41,5.0,2.0,N,1,381.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,,,,840.0,840.0
44656,1,10,correio,1,F,24,1,0,0,1,BA,BA,Y,86,1.0,1.0,N,1,300.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,5.0,11.0,,443.0,443.0
44657,1,10,presencial,1,M,53,2,3,0,1,BA,BA,Y,84,1.0,3.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,459.0,459.0
44658,1,10,internet,1,F,42,1,0,0,1,BA,BA,Y,85,1.0,9.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,3.0,,,473.0,473.0
44659,1,10,presencial,1,M,28,1,0,0,1,CE,CE,Y,107,1.0,3.0,N,0,430.0,0.0,1,1,0,0,0,1,1,0.0,1,Y,SE,Y,91,0,9.0,5.0,0.0,0.0,600.0,600.0
44660,1,10,presencial,1,M,23,1,0,0,1,AL,AL,Y,100,1.0,5.0,N,0,548.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,AL,Y,100,0,9.0,5.0,0.0,0.0,576.0,576.0
44661,1,10,internet,1,M,56,2,0,0,1,RS,RS,Y,54,1.0,20.0,N,1,1095.0,0.0,1,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,1.0,,,941.0,941.0
44662,1,15,presencial,1,F,30,1,0,0,1,MT,MT,Y,71,1.0,15.0,N,0,350.0,450.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,1.0,0.0,0.0,781.0,781.0
44663,1,10,internet,1,M,52,1,3,0,1,BA,SP,Y,5,2.0,24.0,N,1,2000.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,814.0,814.0
44664,1,10,internet,1,M,30,1,0,0,1,PE,PE,Y,97,1.0,,N,1,690.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PE,N, ,0,9.0,5.0,,,555.0,555.0
44665,1,20,internet,1,M,41,1,1,0,1,RS,RS,Y,54,1.0,9.0,N,1,1648.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,5.0,,,906.0,906.0
